chr1	1310689	1310908	1	1	1	1	0	46
chr1	1373903	1373999	2	2	1	6	0	66
chr1	1374446	1374704	2	2	1	3	0	56
chr1	1374791	1375153	2	2	1	1	0	8
chr1	1402257	1405808	2	2	1	9	0	71
chr1	1405887	1406908	2	2	1	2	0	68
chr1	1407020	1407130	2	2	1	2	0	63
chr1	2184699	2184921	1	1	1	1	0	31
chr1	2395872	2397115	1	1	1	3	0	75
chr1	2397221	2399414	1	1	1	8	0	75
chr1	2399515	2400856	1	1	1	4	0	72
chr1	2400936	2402206	1	1	1	2	0	70
chr1	2402343	2403034	1	1	1	3	0	57
chr1	3647561	3649930	2	2	1	1	0	51
chr1	6186817	6192929	2	2	1	1	1	34
chr1	6193055	6197651	2	2	1	6	0	65
chr1	6197757	6199561	2	2	1	1	0	15
chr1	6237599	6237695	2	2	0	1	0	74
chr1	6264696	6281101	2	2	1	2	0	58
chr1	6281287	6294863	2	2	1	1	0	32
chr1	6785576	6820180	1	1	1	9	0	61
chr1	6820251	6825091	1	1	1	25	0	69
chr1	6825211	6871756	1	1	1	20	0	49
chr1	7961736	7962762	1	1	1	1	0	45
chr1	7962876	7965323	1	1	1	4	0	62
chr1	7965426	7969344	1	1	1	15	0	60
chr1	7969405	7970893	1	1	1	15	0	60
chr1	7970964	7977651	1	1	1	18	0	67
chr1	7977739	7984893	1	1	1	16	0	74
chr1	8861430	8862886	2	2	1	24	0	60
chr1	8862946	8863234	2	2	1	20	0	59
chr1	8863344	8863890	2	2	1	7	0	53
chr1	8864093	8865284	2	2	1	3	0	68
chr1	8865483	8866278	2	2	1	2	0	56
chr1	8871987	8874823	2	2	1	1	0	57
chr1	9850777	9871186	2	2	1	4	0	60
chr1	9871278	9871968	2	2	1	6	0	72
chr1	10418926	10419416	1	1	1	1	0	50
chr1	10419540	10419629	1	1	1	1	0	44
chr1	10463210	10463430	2	2	1	1	0	41
chr1	11054886	11054961	2	2	1	1	0	24
chr1	11055085	11055780	2	2	1	1	0	60
chr1	11055927	11056010	2	2	1	2	0	68
chr1	11648829	11649086	2	2	1	1	0	8
chr1	11649226	11649778	2	2	1	2	0	52
chr1	11674817	11675081	2	2	1	11	0	74
chr1	11675175	11675657	2	2	1	8	0	71
chr1	11675732	11676045	2	2	1	6	0	74
chr1	11676141	11676847	2	2	1	2	0	66
chr1	11676949	11677542	2	2	1	3	0	57
chr1	11677615	11680352	2	2	1	1	0	20
chr1	11748611	11750076	1	1	1	1	0	39
chr1	16393483	16395037	1	1	1	2	0	37
chr1	16975024	16975268	2	2	1	7	0	44
chr1	16975343	16975642	2	2	1	5	0	52
chr1	16975731	16976500	2	2	1	1	0	45
chr1	16976546	16976707	2	2	1	1	0	18
chr1	17018959	17022607	2	2	1	1	0	20
chr1	17022731	17023972	2	2	1	3	0	52
chr1	17024075	17027748	2	2	1	3	0	46
chr1	17027866	17028599	2	2	1	1	0	28
chr1	19074897	19076739	2	2	1	1	0	25
chr1	19257522	19257832	1	1	1	1	0	17
chr1	19304387	19306017	2	2	1	1	0	24
chr1	19306148	19307001	2	2	1	1	0	25
chr1	19307102	19307313	2	2	1	1	0	48
chr1	19597110	19622099	1	1	1	6	0	48
chr1	19622148	19623473	1	1	1	4	0	36
chr1	19623584	19626386	1	1	1	4	0	75
chr1	20649232	20650433	1	1	1	1	0	71
chr1	20652529	20652620	2	2	1	2	0	26
chr1	22081795	22086438	1	1	1	2	0	39
chr1	22086549	22086668	1	1	1	2	0	60
chr1	23559020	23559126	2	2	1	1	0	38
chr1	23691830	23692608	1	1	1	5	0	29
chr1	23692760	23693806	1	1	1	23	0	72
chr1	23693914	23694659	1	1	1	43	0	68
chr1	23694792	23695797	1	1	1	19	0	72
chr1	23695909	23696343	1	1	1	11	0	69
chr1	24161685	24169416	2	2	1	3	0	74
chr1	24169602	24180730	2	2	1	1	0	3
chr1	24745626	24797741	1	1	1	3	0	52
chr1	24797852	24814093	1	1	1	4	0	71
chr1	24814220	24827009	1	1	1	3	0	65
chr1	24827117	24839859	1	1	1	4	1	73
chr1	24840042	24840772	1	1	1	3	0	35
chr1	25901683	25903640	2	2	1	2	0	58
chr1	26280933	26281057	1	1	1	3	0	34
chr1	26322057	26322163	2	2	1	1	0	37
chr1	26322324	26324151	2	2	1	1	0	38
chr1	26324311	26328208	2	2	1	2	0	61
chr1	26945474	26945567	1	1	1	2	0	72
chr1	28236271	28236360	1	1	1	6	0	64
chr1	28236453	28237836	1	1	1	6	0	64
chr1	31260122	31261528	2	2	1	2	0	75
chr1	31261633	31267870	2	2	1	1	0	57
chr1	31267933	31269157	2	2	1	1	0	61
chr1	31269241	31271378	2	2	1	1	0	6
chr1	31632639	31633158	2	2	1	1	0	38
chr1	32228817	32229134	1	1	1	2	0	39
chr1	32229209	32230926	1	1	1	5	0	71
chr1	32231020	32231114	1	1	1	9	0	74
chr1	35609409	35631273	2	2	1	1	0	71
chr1	35631345	35636309	2	2	1	1	0	5
chr1	36455926	36456186	2	2	1	1	0	70
chr1	36456379	36457922	2	2	1	1	0	32
chr1	36463851	36464145	2	2	1	1	0	41
chr1	37557749	37559326	1	1	1	1	0	14
chr1	37693034	37695909	1	1	1	1	0	15
chr1	37695951	37698904	1	1	1	1	0	41
chr1	37808733	37808977	1	1	1	1	0	72
chr1	38016421	38017667	1	1	1	1	0	41
chr1	38017771	38018463	1	1	1	2	0	42
chr1	38018578	38019058	1	1	1	3	1	59
chr1	38019153	38019252	1	1	1	2	1	38
chr1	38019384	38022698	1	1	1	4	0	71
chr1	39026399	39028722	1	1	1	5	0	73
chr1	39028941	39034391	1	1	1	11	0	75
chr1	40066321	40067539	1	1	1	1	0	26
chr1	40979830	40983277	1	1	1	1	0	51
chr1	42456500	42457246	1	1	1	1	0	66
chr1	42696289	42696641	1	1	1	1	0	67
chr1	42696945	42697179	1	1	1	5	0	75
chr1	42697263	42700780	1	1	1	12	1	68
chr1	42701047	42701980	1	1	1	17	0	74
chr1	43164806	43166825	2	2	1	1	0	62
chr1	43360594	43360732	1	1	1	1	0	52
