chr1	185351	185490	2	2	1	0	1	71
chr1	1311072	1311329	1	1	1	1	0	30
chr1	1373903	1373999	2	2	1	10	0	73
chr1	1402257	1405808	2	2	1	3	0	71
chr1	1787438	1789052	2	2	1	1	0	46
chr1	2189782	2193638	2	2	1	2	0	69
chr1	2400936	2402206	1	1	1	4	0	73
chr1	2402343	2403034	1	1	1	11	0	47
chr1	6186817	6192929	2	2	1	0	2	68
chr1	6197757	6199561	2	2	1	1	0	34
chr1	6237849	6238220	1	1	1	1	0	32
chr1	6785576	6820180	1	1	1	2	0	40
chr1	6820251	6825091	1	1	1	8	0	38
chr1	6825211	6871756	1	1	1	10	0	72
chr1	7965426	7969344	1	1	1	1	0	60
chr1	7969405	7970893	1	1	1	3	1	55
chr1	7970964	7977651	1	1	1	8	1	48
chr1	7977739	7984893	1	1	1	13	0	71
chr1	8861430	8862886	2	2	1	4	0	60
chr1	8862946	8863234	2	2	1	2	0	41
chr1	8864093	8865284	2	2	1	2	0	61
chr1	8865483	8866278	2	2	1	2	0	31
chr1	8866502	8867116	2	2	1	2	0	60
chr1	8871987	8874823	2	2	1	1	0	54
chr1	9850777	9871186	2	2	1	1	0	60
chr1	10419540	10419629	1	1	1	1	0	21
chr1	11649226	11649778	2	2	1	1	0	59
chr1	11658872	11659245	1	1	0	1	0	63
chr1	11674817	11675081	2	2	1	1	0	47
chr1	11675175	11675657	2	2	1	3	1	66
chr1	11675732	11676045	2	2	1	2	1	36
chr1	11680472	11680561	2	2	1	1	0	33
chr1	11680614	11681038	2	2	1	2	0	52
chr1	12030125	12031265	1	1	1	1	0	42
chr1	16393483	16395037	1	1	1	2	0	74
chr1	16975024	16975268	2	2	1	2	0	66
chr1	16975343	16975642	2	2	1	1	0	59
chr1	17018959	17022607	2	2	1	3	0	66
chr1	17022731	17023972	2	2	1	1	0	60
chr1	17024075	17027748	2	2	1	2	0	46
chr1	17027866	17028599	2	2	1	1	0	41
chr1	17028737	17033059	2	2	1	1	0	54
chr1	19304387	19306017	2	2	1	1	0	52
chr1	19622148	19623473	1	1	1	1	0	8
chr1	19623584	19626386	1	1	1	4	0	75
chr1	20652529	20652620	2	2	1	1	0	31
chr1	20776751	20779811	2	2	1	4	0	51
chr1	20779912	20786185	2	2	1	3	0	58
chr1	22086867	22091427	1	1	1	1	0	17
chr1	23559020	23559126	2	2	1	1	0	28
chr1	23692760	23693806	1	1	1	6	0	43
chr1	23693914	23694659	1	1	1	12	0	62
chr1	23694792	23695797	1	1	1	33	0	71
chr1	23695909	23696343	1	1	1	46	1	73
chr1	23793217	23793704	1	1	1	1	0	48
chr1	23793753	23793859	1	1	1	1	0	36
chr1	23810800	23814189	2	2	1	1	0	17
chr1	23971440	23971572	2	2	1	1	0	54
